School,OFF Rating,DEF Rating,OVR Rating,OFF Rank,DEF Rank,OVR Rank
Rockhurst,3.17,3.32,6.49,1,1,1
St. Dominic,2.98,3.25,6.23,2,2,2
De Smet Jesuit,2.46,3.17,5.63,5,3,3
Liberty (Wentzville),2.83,2.35,5.17,3,14,4
Glendale,2.55,2.3,4.85,4,16,5
Park Hill South,2.01,2.74,4.75,8,7,6
Lee's Summit West,1.63,3.04,4.67,16,5,7
SLUH,1.53,3.12,4.65,19,4,8
Lindbergh,1.83,2.71,4.55,12,9,9
Liberty North,2.1,2.26,4.36,7,17,10
John Burroughs,1.96,2.38,4.34,10,13,11
Lee's Summit,1.65,2.63,4.27,15,11,12
Rock Bridge,2.41,1.77,4.18,6,31,13
Blue Springs South,1.97,2.17,4.14,9,21,14
Christian Brothers College,1.93,2.18,4.11,11,19,15
Francis Howell,1.78,2.3,4.07,13,15,16
Chaminade College Prep,1.38,2.66,4.04,23,10,17
Park Hill,1.15,2.8,3.95,28,6,18
Blue Springs,1.75,1.81,3.55,14,29,19
Lee's Summit North,1.12,2.4,3.52,30,12,20
Staley,1.3,2.17,3.47,25,20,21
Jackson,1.61,1.85,3.45,17,27,22
Lafayette (Wildwood),1.53,1.91,3.44,20,26,23
Timberland,1.19,2.19,3.38,26,18,24
Oakville,0.6,2.72,3.32,38,8,25
Ft. Zumwalt West,1.47,1.81,3.28,21,28,26
Hickman,1.6,1.68,3.27,18,35,27
Francis Howell Central,1.12,2.15,3.27,31,22,28
Mehlville,1.37,1.75,3.12,24,33,29
Carthage,1.15,1.96,3.11,27,25,30
Kirkwood,1.38,1.47,2.85,22,36,31
Marquette,1.06,1.68,2.74,32,34,32
Nixa,0.57,2.11,2.68,41,23,33
Ozark,0.91,1.76,2.66,35,32,34
Raymore-Peculiar,0.59,2.06,2.65,39,24,35
Liberty,1.12,1.39,2.51,29,38,36
Eureka,0.4,1.78,2.18,42,30,37
Parkway South,0.63,1.42,2.05,37,37,38
Francis Howell North,0.89,0.93,1.81,36,44,39
Kickapoo,1.02,0.33,1.34,33,51,40
Rolla,0.2,1.03,1.23,48,40,41
Ft. Zumwalt North,0.28,0.92,1.2,43,45,42
Northwest (Cedar Hill),0.25,0.94,1.19,46,43,43
Grain Valley,0.23,0.85,1.07,47,46,44
Fort Osage,0.06,0.99,1.05,50,41,45
Seckman,0.07,0.97,1.04,49,42,46
Central (St. Joseph),0.58,0.44,1.02,40,49,47
Joplin,0.98,0.01,0.99,34,53,48
Pattonville,-0.22,1.14,0.92,52,39,49
North Kansas City,0.26,0.34,0.6,45,50,50
Fox,-0.51,0.69,0.18,55,47,51
Troy Buchanan,-0.41,0.52,0.11,54,48,52
Waynesville,0.27,-0.16,0.11,44,56,53
Branson,-0.1,-0.08,-0.18,51,55,54
Republic,-0.52,0.03,-0.5,56,52,55
Ritenour,-0.53,-0.02,-0.55,57,54,56
Oak Park,-0.31,-0.36,-0.67,53,57,57
William Chrisman,-1.91,-0.77,-2.68,58,58,58
Lebanon,-2.29,-1.96,-4.25,59,59,59
Hazelwood Central,-2.42,-2.71,-5.12,60,60,60
