School,OFF Rating,DEF Rating,OVR Rating,OFF Rank,DEF Rank,OVR Rank
Vianney,2.26,2.63,4.89,1,3,1
Ladue Horton Watkins,1.96,2.76,4.73,3,1,2
Principia,1.8,2.62,4.42,5,4,3
Westminster Christian Academy,1.57,2.64,4.22,7,2,4
Pembroke Hill,2.17,1.92,4.09,2,12,5
Van Horn,1.86,2.19,4.05,4,6,6
East (Kansas City),1.18,2.48,3.66,11,5,7
Parkway West,1.47,1.97,3.43,9,10,8
Hannibal,1.17,2.06,3.24,13,8,9
Ft. Zumwalt South,1.07,2.12,3.18,15,7,10
Ft. Zumwalt East,1.17,1.92,3.1,12,11,11
St. Francis Borgia,1.51,1.51,3.03,8,16,12
Rockwood Summit,1.0,2.02,3.02,17,9,13
Springfield Catholic,1.24,1.61,2.85,10,14,14
Lincoln College Prep,1.77,1.07,2.84,6,20,15
Webster Groves,0.89,1.37,2.26,21,17,16
Farmington,0.58,1.61,2.19,24,13,17
Capital City,0.65,1.37,2.02,23,18,18
Parkway Central,1.13,0.68,1.81,14,25,19
MICDS,0.24,1.53,1.77,28,15,20
Summit Christian Academy,0.85,0.7,1.55,22,24,21
North Point,0.37,1.05,1.42,26,21,22
Notre Dame (Cape Girardeau),0.12,1.19,1.31,31,19,23
Carl Junction,1.0,0.08,1.08,19,35,24
Helias Catholic,0.21,0.83,1.03,29,22,25
Sikeston,1.06,-0.32,0.74,16,39,26
Smithville,0.04,0.59,0.64,32,27,27
Raytown,0.39,0.07,0.45,25,36,28
Holt,-0.13,0.4,0.26,34,32,29
Platte County,0.16,0.06,0.22,30,37,30
Union,-0.32,0.46,0.14,36,29,31
McCluer,0.95,-0.84,0.1,20,47,32
Central (Cape Girardeau),-0.43,0.51,0.07,41,28,33
Whitfield,1.0,-0.94,0.06,18,49,34
Washington,-0.47,0.43,-0.03,42,30,35
Poplar Bluff,-0.75,0.67,-0.08,46,26,36
Belton,-0.51,0.43,-0.09,44,31,37
Camdenton,-0.33,0.19,-0.15,37,34,38
Lutheran St. Charles,-0.48,0.3,-0.18,43,33,39
Kearney,-0.99,0.78,-0.21,48,23,40
Parkway North,-0.34,-0.36,-0.7,38,40,41
Warrensburg,-0.26,-0.46,-0.72,35,42,42
Pacific,-0.42,-0.39,-0.81,40,41,43
Warrenton,0.31,-1.22,-0.91,27,53,44
DeSoto,-0.13,-1.01,-1.14,33,50,45
West Plains,-0.58,-0.73,-1.31,45,44,46
Jefferson City,-1.4,-0.04,-1.44,53,38,47
Central (Springfield),-0.99,-0.57,-1.56,49,43,48
Grandview,-0.42,-1.39,-1.81,39,56,49
Winnetonka,-0.81,-1.13,-1.94,47,51,50
Webb City,-1.37,-0.87,-2.24,52,48,51
Windsor (Imperial),-1.14,-1.13,-2.27,50,52,52
Guadalupe Centers Charter,-1.53,-0.79,-2.32,55,46,53
Hillcrest,-1.73,-0.77,-2.51,57,45,54
Willard,-1.48,-1.29,-2.77,54,55,55
Hillsboro,-1.17,-1.77,-2.95,51,57,56
McDonald County,-1.9,-1.28,-3.18,58,54,57
Raytown South,-2.33,-2.7,-5.03,59,59,58
Ruskin,-1.62,-4.12,-5.74,56,63,59
North County,-3.57,-2.39,-5.96,62,58,60
Parkview,-3.19,-3.25,-6.44,60,60,61
Festus,-3.78,-3.54,-7.31,63,61,62
Marshfield,-3.86,-3.8,-7.66,64,62,63
Hazelwood East,-3.49,-4.38,-7.87,61,64,64
